"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","newcreate"
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 01:57:25,FALSE,NA,"967941641909792774",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeffreyahrendt",49,TRUE,FALSE,NA,NA,2018-02-26 01:57:25
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 01:56:56,FALSE,NA,"967941519230558210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArcticFox_am_I",13,TRUE,FALSE,NA,NA,2018-02-26 01:56:56
"We’re looking at you, too @UT_Dallas. https://t.co/8qQdZcvJjj",FALSE,1,NA,2018-02-26 01:52:39,FALSE,NA,"967940441365712896",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","robypaula",0,FALSE,FALSE,NA,NA,2018-02-26 01:52:39
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 01:51:11,FALSE,NA,"967940074557136901",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","windmillcharger",13,TRUE,FALSE,NA,NA,2018-02-26 01:51:11
"RT @genetic_warrior: .@UT_Dallas and @CollingCollege one of your instructors is accusing a victim of the mass shooting at #StonemanDouglasH…",FALSE,0,NA,2018-02-26 01:48:15,FALSE,NA,"967939334270746625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","progenyzero",25,TRUE,FALSE,NA,NA,2018-02-26 01:48:15
"RT @genetic_warrior: .@UT_Dallas and @CollingCollege one of your instructors is accusing a victim of the mass shooting at #StonemanDouglasH…",FALSE,0,NA,2018-02-26 01:47:58,FALSE,NA,"967939264423120896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarenleeB",25,TRUE,FALSE,NA,NA,2018-02-26 01:47:58
"RT @Aviatrixt: @sarahcolonna @IrvingISD Ms. Merrill also teaches at @UT_Dallas.https://t.co/HFbmSqn1pI",FALSE,0,NA,2018-02-26 01:45:14,FALSE,NA,"967938575642824704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rjthomps",6,TRUE,FALSE,NA,NA,2018-02-26 01:45:14
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 01:39:51,FALSE,NA,"967937220488384517",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thespot70",49,TRUE,FALSE,NA,NA,2018-02-26 01:39:51
"@dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,20,"dallasnews",2018-02-26 01:30:14,FALSE,"967908072386695169","967934801121603584","15679641","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aviatrixt",13,FALSE,FALSE,NA,NA,2018-02-26 01:30:14
"RT @UT_Dallas: ICYMI: #UTDallas Scientists Find New Way to Isolate Cancer Stem Cells https://t.co/CT8Uaka4SK @UTDResearch https://t.co/M2sn…",FALSE,0,NA,2018-02-26 01:14:48,FALSE,NA,"967930915233107969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SandraCSteele",8,TRUE,FALSE,NA,NA,2018-02-26 01:14:48
"RT @smlyc: @grammaTam52 The school’s twitter is @IrvingISD and she also teaches at @UT_Dallas",FALSE,0,NA,2018-02-26 01:01:31,FALSE,NA,"967927575287947266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3GirlsMeemaw",3,TRUE,FALSE,NA,NA,2018-02-26 01:01:31
"@PetersonJeano @smlyc @IrvingISD @UT_Dallas Thank you for the update..it..interesting...",FALSE,0,"PetersonJeano",2018-02-26 00:40:27,FALSE,"967920609484185600","967922270373990402","410491720","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","grammaTam52",0,FALSE,FALSE,NA,NA,2018-02-26 00:40:27
"@smlyc @IrvingISD @UT_Dallas I should have put that info in my tweet...but didn't see all that until after. Thank you for sharing the info.",FALSE,3,"smlyc",2018-02-26 00:39:13,FALSE,"967912858074755073","967921961840951296","18818898","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","grammaTam52",0,FALSE,FALSE,NA,NA,2018-02-26 00:39:13
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 00:38:46,FALSE,NA,"967921847722528769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Karmasaurus",49,TRUE,FALSE,NA,NA,2018-02-26 00:38:46
"@Aviatrixt @UT_Dallas @AckermanUTD As a UTD alumnus, it saddens me to see my alma mater employing a conspiracy theo… https://t.co/gfwLkhHEQQ",FALSE,5,"Aviatrixt",2018-02-26 00:37:35,TRUE,"967857237413761025","967921551403356160","14852216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wild_berry_09",1,FALSE,FALSE,NA,NA,2018-02-26 00:37:35
"@smlyc @grammaTam52 @IrvingISD @UT_Dallas IrvingSD Twitter page:
“Irving ISD is aware of the Twitter post sent Satu… https://t.co/AF3bbxgyOX",FALSE,1,"smlyc",2018-02-26 00:33:51,TRUE,"967912858074755073","967920609484185600","18818898","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PetersonJeano",0,FALSE,FALSE,NA,NA,2018-02-26 00:33:51
"RT @Aviatrixt: @sarahcolonna @IrvingISD Ms. Merrill also teaches at @UT_Dallas.https://t.co/HFbmSqn1pI",FALSE,0,NA,2018-02-26 00:31:40,FALSE,NA,"967920061259317248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hilbabe",6,TRUE,FALSE,NA,NA,2018-02-26 00:31:40
"RT @Aviatrixt: @Nymphidel @davidhogg111 @kharyp @IrvingISD @IISDFoundation .@IrvingISD @UT_Dallas I believe what Ms. Merrill meant to say w…",FALSE,0,NA,2018-02-26 00:31:11,FALSE,NA,"967919941423894529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hilbabe",1,TRUE,FALSE,NA,NA,2018-02-26 00:31:11
"@UT_Dallas @UTDallasNews @SG_UTDallas @txmathteachers 

Your senior lecturer, Julie Merrill, is harassing Stoneman… https://t.co/AKCoSGVLjI",FALSE,0,"UT_Dallas",2018-02-26 00:28:56,TRUE,NA,"967919374601465857","36989808","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BoiGal2",0,FALSE,FALSE,NA,NA,2018-02-26 00:28:56
"RT @Aviatrixt: @sarahcolonna @IrvingISD Ms. Merrill also teaches at @UT_Dallas.https://t.co/HFbmSqn1pI",FALSE,0,NA,2018-02-26 00:27:31,FALSE,NA,"967919018370916354",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bleuroux",6,TRUE,FALSE,NA,NA,2018-02-26 00:27:31
"@bcuriouswithme @jmerrill903 be sure to contact UTD too @ut_dallas https://t.co/BeXUKqZ8vL",FALSE,0,"bcuriouswithme",2018-02-26 00:26:26,FALSE,"967863619361783808","967918743107112960","808429384407261185","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","RussiaCollusion",0,FALSE,FALSE,NA,NA,2018-02-26 00:26:26
"RT @kerathink: Sandra Bond Chapman, of the @UT_Dallas Center for @brainhealth, joins us at noon to talk about why smarter thinking might le…",FALSE,0,NA,2018-02-26 00:25:51,FALSE,NA,"967918600097955841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flemingspeak",7,TRUE,FALSE,NA,NA,2018-02-26 00:25:51
"@stonly19 @MRSSMH2 @IrvingISD yes. UT Dallas as well @ut_dallas https://t.co/pa2n0b9ZbO",FALSE,0,"stonly19",2018-02-26 00:21:49,FALSE,"967887562881814528","967917584959049728","3398173259","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","RussiaCollusion",0,FALSE,FALSE,NA,NA,2018-02-26 00:21:49
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 00:21:01,FALSE,NA,"967917383007350784",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KandorKarteh",49,TRUE,FALSE,NA,NA,2018-02-26 00:21:01
"@LuvMultimedia Hit up her employers: @IrvingISD and @UT_Dallas",FALSE,0,"LuvMultimedia",2018-02-26 00:20:16,FALSE,"967912184918564865","967917192497934336","799795169377787905","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smlyc",0,FALSE,FALSE,NA,NA,2018-02-26 00:20:16
"@jonnysayhey @Aviatrixt @UT_Dallas @AckermanUTD try not to be so gullible. https://t.co/YSYQ1wZYIm",FALSE,5,"jonnysayhey",2018-02-26 00:20:06,FALSE,"967863732884918273","967917152941600769","1447161560","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vulpixed",0,FALSE,FALSE,NA,NA,2018-02-26 00:20:06
"@suzsimmons @BanditRandom @UTDallasNews @ut_dallas Do all of ur faculty attack mass shooting victims or just this 1? https://t.co/wuaqI4y0Vr",FALSE,0,"suzsimmons",2018-02-26 00:17:14,FALSE,"967878783628992512","967916430531407874","117613838","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","RussiaCollusion",0,FALSE,FALSE,NA,NA,2018-02-26 00:17:14
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 00:14:10,FALSE,NA,"967915656065712128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","don_galvez",49,TRUE,FALSE,NA,NA,2018-02-26 00:14:10
"@grammaTam52 The school’s twitter is @IrvingISD and she also teaches at @UT_Dallas",FALSE,3,"grammaTam52",2018-02-26 00:03:02,FALSE,"967909911928586240","967912858074755073","35559773","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smlyc",3,FALSE,FALSE,NA,NA,2018-02-26 00:03:02
"@IrvingISD  @ut_dallas your employee is attacking a school shooting survivor. You ok with that? https://t.co/xktgzBH1dU",FALSE,0,"IrvingISD",2018-02-26 00:01:52,FALSE,NA,"967912561231380482","40136599","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smlyc",0,FALSE,FALSE,NA,NA,2018-02-26 00:01:52
"@genetic_warrior @IrvingISD @journeyirving @UT_Dallas @collincollege Yes, in addition to working in the Irving ISD.",FALSE,0,"genetic_warrior",2018-02-25 23:54:23,FALSE,"967869004537774080","967910680539131904","815691017202659329","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","scib0rg",0,FALSE,FALSE,NA,NA,2018-02-25 23:54:23
"@jonnysayhey @Aviatrixt @UT_Dallas @AckermanUTD So Jonny, who do you work for, cause you've been busted!",FALSE,5,"jonnysayhey",2018-02-25 23:46:37,FALSE,"967863732884918273","967908726173847553","1447161560","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vic03234486",0,FALSE,FALSE,NA,NA,2018-02-25 23:46:37
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:45:52,FALSE,NA,"967908535530123264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saromics",49,TRUE,FALSE,NA,NA,2018-02-25 23:45:52
"@UT_Dallas 
Do you allow this at your University?
https://t.co/KN80Qf1mYJ",FALSE,0,"UT_Dallas",2018-02-25 23:40:59,FALSE,NA,"967907306045345793","36989808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vic03234486",0,FALSE,FALSE,NA,NA,2018-02-25 23:40:59
"RT @genetic_warrior: .@UT_Dallas and @CollingCollege one of your instructors is accusing a victim of the mass shooting at #StonemanDouglasH…",FALSE,0,NA,2018-02-25 23:40:28,FALSE,NA,"967907175677882368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deeg13",25,TRUE,FALSE,NA,NA,2018-02-25 23:40:28
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:39:22,FALSE,NA,"967906901865484289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","golferdawn",49,TRUE,FALSE,NA,NA,2018-02-25 23:39:22
"RT @Aviatrixt: @sarahcolonna @IrvingISD Ms. Merrill also teaches at @UT_Dallas.https://t.co/HFbmSqn1pI",FALSE,0,NA,2018-02-25 23:39:17,FALSE,NA,"967906878297690113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","golferdawn",6,TRUE,FALSE,NA,NA,2018-02-25 23:39:17
"RT @genetic_warrior: .@UT_Dallas and @CollingCollege one of your instructors is accusing a victim of the mass shooting at #StonemanDouglasH…",FALSE,0,NA,2018-02-25 23:38:24,FALSE,NA,"967906656091697152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cozzyozymandias",25,TRUE,FALSE,NA,NA,2018-02-25 23:38:24
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:37:56,FALSE,NA,"967906540782063618",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vic03234486",49,TRUE,FALSE,NA,NA,2018-02-25 23:37:56
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:35:58,FALSE,NA,"967906043895349248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","impeach_resist",49,TRUE,FALSE,NA,NA,2018-02-25 23:35:58
"RT @lividdelight: @UT_Dallas Is Julie Merrill a member of your staff?  After harassing a victim of the Parkland massacre online, she delete…",FALSE,0,NA,2018-02-25 23:31:32,FALSE,NA,"967904930303418368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0racleAtDelphi",1,TRUE,FALSE,NA,NA,2018-02-25 23:31:32
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:30:45,FALSE,NA,"967904731451441152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcgj6",49,TRUE,FALSE,NA,NA,2018-02-25 23:30:45
"RT @jcindc2002: @IrvingISD @IISDFoundation @UT_Dallas   Your instructor, Julie Merrill, is harassing Stoneman Douglas shooting survivor Dav…",FALSE,0,NA,2018-02-25 23:30:06,FALSE,NA,"967904568255418368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","geer_jackie",5,TRUE,FALSE,NA,NA,2018-02-25 23:30:06
"RT @ictussunshine: @UT_Dallas @AckermanUTD Maybe he can teach julie merrill something .
You employ her, right?
This is horrific. https://t.…",FALSE,0,NA,2018-02-25 23:29:05,FALSE,NA,"967904312054738946",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","geer_jackie",1,TRUE,FALSE,NA,NA,2018-02-25 23:29:05
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:28:48,FALSE,NA,"967904241468796928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mscitro",49,TRUE,FALSE,NA,NA,2018-02-25 23:28:48
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:28:34,FALSE,NA,"967904181452529670",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhingeEl",49,TRUE,FALSE,NA,NA,2018-02-25 23:28:34
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:27:26,FALSE,NA,"967903898651443200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","lisa_jocko",49,TRUE,FALSE,NA,NA,2018-02-25 23:27:26
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:27:11,FALSE,NA,"967903834050912257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","geer_jackie",49,TRUE,FALSE,NA,NA,2018-02-25 23:27:11
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 23:26:21,FALSE,NA,"967903622892630017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarleneFannon",49,TRUE,FALSE,NA,NA,2018-02-25 23:26:21
"RT @Aviatrixt: @sarahcolonna @IrvingISD Ms. Merrill also teaches at @UT_Dallas.https://t.co/HFbmSqn1pI",FALSE,0,NA,2018-02-25 23:26:06,FALSE,NA,"967903560691257344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarleneFannon",6,TRUE,FALSE,NA,NA,2018-02-25 23:26:06
"RT @UT_Dallas: ICYMI: #UTDallas Scientists Find New Way to Isolate Cancer Stem Cells https://t.co/CT8Uaka4SK @UTDResearch https://t.co/M2sn…",FALSE,0,NA,2018-02-25 23:20:46,FALSE,NA,"967902221412327425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanzadanceOrg",8,TRUE,FALSE,NA,NA,2018-02-25 23:20:46
"Also report to @UT_Dallas where she is a lecturer.

https://t.co/ifwdTHCAMw https://t.co/49lfCRguIK",FALSE,1,NA,2018-02-25 23:18:32,FALSE,NA,"967901658930974720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lividdelight",0,FALSE,FALSE,NA,NA,2018-02-25 23:18:32
"@UT_Dallas @AckermanUTD Maybe he can teach julie merrill something .
You employ her, right?
This is horrific. https://t.co/lGsF1RZhX3",FALSE,4,"UT_Dallas",2018-02-25 23:15:42,FALSE,"967157349826940928","967900945622470667","36989808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ictussunshine",1,FALSE,FALSE,NA,NA,2018-02-25 23:15:42
"@UT_Dallas Is Julie Merrill a member of your staff?  After harassing a victim of the Parkland massacre online, she… https://t.co/AtMF5ozM0N",FALSE,3,"UT_Dallas",2018-02-25 23:02:21,TRUE,NA,"967897584034557954","36989808","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lividdelight",1,FALSE,FALSE,NA,NA,2018-02-25 23:02:21
"@UT_Dallas I believe you need to have a sit down with this insensible teacher and take appropriate disciplinary act… https://t.co/K10Qqok8Ff",FALSE,1,"UT_Dallas",2018-02-25 22:34:15,TRUE,NA,"967890513255915521","36989808","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrLatex",0,FALSE,FALSE,NA,NA,2018-02-25 22:34:15
"@rmayemsinger @kharyp @UT_Dallas Be that as it may...I feel like we taught Dolores Umbridge, ""I must not tell lies.… https://t.co/gvKJFMtDGU",FALSE,0,"Aviatrixt",2018-02-25 22:33:17,TRUE,"967883826209968130","967890268832849922","14852216","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aviatrixt",0,FALSE,FALSE,NA,NA,2018-02-25 22:33:17
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:31:16,FALSE,NA,"967889764333441024",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","peacelovesnark",49,TRUE,FALSE,NA,NA,2018-02-25 22:31:16
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:26:44,FALSE,NA,"967888619338915841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TriciaE72",49,TRUE,FALSE,NA,NA,2018-02-25 22:26:44
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:25:28,FALSE,NA,"967888301087756288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kchandler1969",49,TRUE,FALSE,NA,NA,2018-02-25 22:25:28
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:25:14,FALSE,NA,"967888244066213888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WannaCorrado",49,TRUE,FALSE,NA,NA,2018-02-25 22:25:14
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:23:21,FALSE,NA,"967887772047564801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rob_parritt",49,TRUE,FALSE,NA,NA,2018-02-25 22:23:21
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:22:10,FALSE,NA,"967887473807421440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robincalhoun6",49,TRUE,FALSE,NA,NA,2018-02-25 22:22:10
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:20:13,FALSE,NA,"967886980326608896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrandonTXNeely",49,TRUE,FALSE,NA,NA,2018-02-25 22:20:13
"RT @genetic_warrior: .@UT_Dallas @CollinCollege This woman is also an instructor for you. https://t.co/eUXkuJ66WG",FALSE,0,NA,2018-02-25 22:17:35,FALSE,NA,"967886319543341056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","missjane64",3,TRUE,FALSE,NA,NA,2018-02-25 22:17:35
"@Aviatrixt @UT_Dallas @AckermanUTD @IrvingISD They're downing in it.",FALSE,1,"Aviatrixt",2018-02-25 22:14:21,FALSE,"967876899723792385","967885506322329606","14852216","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dountzzface",0,FALSE,FALSE,NA,NA,2018-02-25 22:14:21
"@Nymphidel @davidhogg111 @kharyp @IrvingISD @IISDFoundation .@IrvingISD @UT_Dallas I believe what Ms. Merrill meant… https://t.co/5L5qherZx8",FALSE,3,"Nymphidel",2018-02-25 22:10:42,TRUE,"967868124673568768","967884584854663168","394791917","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aviatrixt",1,FALSE,FALSE,NA,NA,2018-02-25 22:10:42
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:07:44,FALSE,NA,"967883838222290944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReneeFiredup",49,TRUE,FALSE,NA,NA,2018-02-25 22:07:44
"@rmayemsinger @kharyp @jmerrill903 @UT_Dallas The absolute gall. Parents, teachers; throw that lesson about account… https://t.co/FW2iB3sLrb",FALSE,2,"Aviatrixt",2018-02-25 22:07:41,TRUE,"967859724044685315","967883826209968130","14852216","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aviatrixt",1,FALSE,FALSE,NA,NA,2018-02-25 22:07:41
"@UT_Dallas is this ok with you? https://t.co/9jj1YtIJxs",FALSE,0,"UT_Dallas",2018-02-25 22:01:49,FALSE,NA,"967882349206691840","36989808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zdmo2",0,FALSE,FALSE,NA,NA,2018-02-25 22:01:49
"RT @Aviatrixt: @rmayemsinger @kharyp @jmerrill903 @UT_Dallas Wrong link. https://t.co/HFbmSqn1pI",FALSE,0,NA,2018-02-25 22:00:55,FALSE,NA,"967882125792997376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jumbo_Shrimpy",2,TRUE,FALSE,NA,NA,2018-02-25 22:00:55
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-25 22:00:00,FALSE,NA,"967881891729813504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CarmelJudeobsc1",49,TRUE,FALSE,NA,NA,2018-02-25 22:00:00
"@UT_Dallas @AckermanUTD If Julie Merrill is an instructor there, please know that she was harassing a Parkland stud… https://t.co/yGj8I9G0Of",FALSE,2,"UT_Dallas",2018-02-25 21:57:06,TRUE,"967157349826940928","967881163325845504","36989808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zdmo2",0,FALSE,FALSE,NA,NA,2018-02-25 21:57:06
"@genetic_warrior @TheSWPrincess @UT_Dallas @POTUS wants to give these idiots guns. #BanAssaultWeapons #BoycottNRA… https://t.co/D1hcDoSVya",FALSE,0,"genetic_warrior",2018-02-25 21:54:29,TRUE,"967869491576176646","967880504056872961","815691017202659329","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oneoutsider",0,FALSE,FALSE,NA,NA,2018-02-25 21:54:29
